transaction_id,customer_id,product_id,transaction_date,transaction_month,transaction_type,amount_myr,channel,status
T012701,C00219,P001,2023-05-10,2023-05,Purchase,165.32,Mobile App,Successful
T012702,C00452,P004,2023-10-03,2023-10,Top-Up,364.39,Mobile App,Successful
T012703,C01930,P003,2024-03-15,2024-03,Bill Payment,259.76,ATM,Successful
T012704,C01892,P008,2023-11-18,2023-11,Bill Payment,566.37,Call Centre,Successful
T012705,C00971,P006,2024-01-09,2024-01,Bill Payment,46.05,ATM,Successful
T012706,C01824,P010,2024-05-22,2024-05,Transfer,1505.84,Online Banking,Successful
T012707,C01192,P010,2024-03-22,2024-03,Purchase,436.01,Call Centre,Successful
T012708,C00896,P007,2023-11-04,2023-11,Purchase,1091.92,ATM,Successful
T012709,C00535,P003,2023-06-08,2023-06,Purchase,640.13,Branch,Successful
T012710,C00909,P006,2023-08-01,2023-08,Refund,241.59,Mobile App,Successful
T012711,C01224,P007,2024-05-09,2024-05,Transfer,59.58,Online Banking,Failed
T012712,C00284,P002,2023-01-08,2023-01,Purchase,131.64,Call Centre,Successful
T012713,C00687,P009,2023-03-06,2023-03,Purchase,1406.02,Call Centre,Successful
T012714,C00307,P005,2024-05-11,2024-05,Refund,1123.25,Online Banking,Successful
T012715,C01285,P001,2024-12-17,2024-12,Transfer,123.77,Mobile App,Successful
T012716,C01593,P002,2023-09-27,2023-09,Transfer,11.02,Call Centre,Successful
T012717,C01742,P006,2023-02-05,2023-02,Refund,193.65,Mobile App,Successful
T012718,C01300,P003,2023-07-30,2023-07,Withdrawal,2000.0,Online Banking,Successful
T012719,C00460,P002,2024-06-30,2024-06,Purchase,185.91,Online Banking,Successful
T012720,C00665,P005,2023-07-12,2023-07,Purchase,437.64,Branch,Successful
T012721,C01621,P009,2023-07-21,2023-07,Top-Up,641.52,Mobile App,Failed
T012722,C01805,P001,2024-11-28,2024-11,Transfer,727.29,Online Banking,Successful
T012723,C01508,P008,2024-08-11,2024-08,Bill Payment,399.53,Mobile App,Successful
T012724,C01059,P007,2023-09-05,2023-09,Bill Payment,33.76,Mobile App,Successful
T012725,C01699,P004,2024-10-24,2024-10,Bill Payment,168.12,Call Centre,Successful
T012726,C00545,P004,2023-03-06,2023-03,Transfer,3085.59,Call Centre,Successful
T012727,C01886,P001,2023-10-03,2023-10,Purchase,369.31,Call Centre,Successful
T012728,C01777,P003,2023-09-16,2023-09,Purchase,366.72,Call Centre,Successful
T012729,C01805,P007,2024-03-21,2024-03,Bill Payment,363.37,Branch,Successful
T012730,C01638,P007,2023-09-16,2023-09,Purchase,386.42,Online Banking,Successful
T012731,C00955,P009,2024-07-21,2024-07,Withdrawal,2000.0,Online Banking,Successful
T012732,C00023,P001,2023-07-28,2023-07,Purchase,188.02,Online Banking,Successful
T012733,C00966,P006,2024-06-27,2024-06,Bill Payment,234.7,Mobile App,Successful
T012734,C00794,P008,2024-03-26,2024-03,Bill Payment,1001.89,Mobile App,Failed
T012735,C00420,P002,2023-05-28,2023-05,Bill Payment,257.87,Mobile App,Failed
T012736,C00313,P010,2024-03-13,2024-03,Top-Up,40.0,Mobile App,Successful
T012737,C00446,P010,2024-07-16,2024-07,Transfer,392.72,Mobile App,Successful
T012738,C00836,P002,2024-12-24,2024-12,Purchase,101.07,Online Banking,Successful
T012739,C00557,P004,2023-10-21,2023-10,Purchase,64.17,Online Banking,Successful
T012740,C00162,P007,2024-11-06,2024-11,Purchase,97.75,ATM,Reversed
T012741,C01455,P009,2023-02-27,2023-02,Withdrawal,1000.0,Call Centre,Successful
T012742,C01552,P008,2024-12-17,2024-12,Transfer,977.15,Mobile App,Successful
T012743,C01384,P003,2024-07-14,2024-07,Transfer,416.22,ATM,Successful
T012744,C00885,P001,2024-01-08,2024-01,Purchase,490.4,Branch,Successful
T012745,C00725,P004,2024-01-01,2024-01,Bill Payment,411.72,Online Banking,Reversed
T012746,C01260,P006,2023-05-17,2023-05,Transfer,273.54,Branch,Successful
T012747,C01686,P010,2024-03-19,2024-03,Purchase,526.7,Mobile App,Successful
T012748,C00065,P010,2024-06-28,2024-06,Bill Payment,17.1,Online Banking,Successful
T012749,C00159,P007,2024-02-04,2024-02,Withdrawal,300.0,Mobile App,Failed
T012750,C00447,P006,2023-02-21,2023-02,Purchase,77.52,Call Centre,Successful
T012751,C00023,P007,2023-04-08,2023-04,Bill Payment,879.36,Online Banking,Successful
T012752,C00972,P004,2023-01-08,2023-01,Purchase,208.12,Online Banking,Successful
T012753,C00569,P002,2024-07-25,2024-07,Bill Payment,253.17,Online Banking,Successful
T012754,C00312,P003,2023-10-31,2023-10,Transfer,46.73,Online Banking,Reversed
T012755,C01435,P002,2023-11-23,2023-11,Purchase,748.83,Call Centre,Successful
T012756,C01051,P006,2023-10-18,2023-10,Bill Payment,487.88,Mobile App,Successful
T012757,C01071,P008,2023-04-06,2023-04,Purchase,451.53,ATM,Successful
T012758,C01298,P010,2023-02-01,2023-02,Purchase,100.05,ATM,Successful
T012759,C01112,P007,2023-03-13,2023-03,Bill Payment,104.48,Mobile App,Failed
T012760,C01485,P009,2023-08-28,2023-08,Bill Payment,312.92,Mobile App,Successful
T012761,C00657,P003,2024-05-17,2024-05,Top-Up,113.98,Branch,Successful
T012762,C01969,P001,2023-10-15,2023-10,Purchase,394.8,Branch,Successful
T012763,C01020,P005,2024-01-27,2024-01,Purchase,22.71,Mobile App,Successful
T012764,C00638,P005,2023-08-28,2023-08,Purchase,143.12,Mobile App,Successful
T012765,C00103,P001,2024-08-27,2024-08,Purchase,1765.92,Online Banking,Successful
T012766,C01486,P002,2023-08-20,2023-08,Bill Payment,396.8,Online Banking,Successful
T012767,C01830,P005,2023-02-24,2023-02,Transfer,293.97,Online Banking,Successful
T012768,C01665,P007,2024-05-23,2024-05,Purchase,2172.75,Branch,Successful
T012769,C00832,P005,2024-01-27,2024-01,Purchase,18.74,Mobile App,Reversed
T012770,C00153,P006,2024-07-29,2024-07,Bill Payment,99.8,Online Banking,Successful
T012771,C01275,P007,2024-04-21,2024-04,Purchase,157.39,Online Banking,Successful
T012772,C01509,P010,2023-10-26,2023-10,Transfer,629.03,Online Banking,Successful
T012773,C00409,P007,2023-05-12,2023-05,Top-Up,641.12,Mobile App,Successful
T012774,C00840,P002,2024-02-02,2024-02,Top-Up,94.39,Online Banking,Successful
T012775,C00520,P002,2024-10-24,2024-10,Purchase,733.44,Online Banking,Successful
T012776,C01326,P007,2023-07-06,2023-07,Purchase,157.02,Mobile App,Successful
T012777,C00854,P004,2023-10-03,2023-10,Transfer,927.79,Mobile App,Successful
T012778,C01718,P007,2023-07-29,2023-07,Refund,78.58,Call Centre,Successful
T012779,C01793,P004,2023-12-07,2023-12,Withdrawal,2000.0,Call Centre,Successful
T012780,C00937,P008,2023-09-26,2023-09,Refund,142.71,Call Centre,Successful
T012781,C00811,P007,2023-02-17,2023-02,Refund,781.83,Mobile App,Successful
T012782,C00835,P006,2023-11-10,2023-11,Transfer,137.68,Mobile App,Successful
T012783,C01174,P003,2024-10-14,2024-10,Refund,233.53,Online Banking,Successful
T012784,C00692,P002,2024-04-08,2024-04,Top-Up,427.3,Online Banking,Failed
T012785,C01539,P010,2023-09-04,2023-09,Purchase,445.76,Online Banking,Successful
T012786,C01830,P009,2024-04-30,2024-04,Transfer,649.14,Branch,Successful
T012787,C01880,P006,2024-09-29,2024-09,Purchase,308.66,Mobile App,Successful
T012788,C01818,P008,2023-02-12,2023-02,Withdrawal,1000.0,ATM,Successful
T012789,C00940,P002,2023-08-06,2023-08,Purchase,166.56,Mobile App,Successful
T012790,C01983,P009,2023-12-20,2023-12,Transfer,251.7,Branch,Successful
T012791,C00002,P009,2023-06-12,2023-06,Purchase,322.0,Mobile App,Successful
T012792,C00825,P005,2024-02-01,2024-02,Refund,208.12,ATM,Failed
T012793,C01080,P009,2024-11-27,2024-11,Bill Payment,249.92,Online Banking,Successful
T012794,C01094,P007,2023-02-08,2023-02,Bill Payment,46.11,Online Banking,Successful
T012795,C00017,P005,2023-09-08,2023-09,Bill Payment,509.84,Mobile App,Successful
T012796,C01092,P009,2024-11-27,2024-11,Refund,298.64,Mobile App,Successful
T012797,C01898,P010,2024-03-03,2024-03,Transfer,736.61,Call Centre,Successful
T012798,C00864,P005,2024-10-09,2024-10,Bill Payment,244.74,Mobile App,Successful
T012799,C00373,P001,2024-04-23,2024-04,Bill Payment,36.15,Branch,Successful
T012800,C01117,P003,2024-12-14,2024-12,Transfer,164.96,Online Banking,Successful
T012801,C01185,P010,2024-07-01,2024-07,Top-Up,196.39,Mobile App,Successful
T012802,C01931,P010,2023-12-07,2023-12,Purchase,554.02,Mobile App,Successful
T012803,C01876,P007,2024-10-01,2024-10,Purchase,25.1,Online Banking,Reversed
T012804,C01450,P006,2023-03-15,2023-03,Purchase,256.03,Online Banking,Successful
T012805,C00445,P008,2024-07-17,2024-07,Refund,430.54,Mobile App,Successful
T012806,C00879,P001,2023-03-04,2023-03,Top-Up,118.2,Call Centre,Successful
T012807,C00737,P002,2024-06-27,2024-06,Transfer,265.63,Mobile App,Successful
T012808,C01651,P006,2023-12-26,2023-12,Purchase,122.76,Mobile App,Successful
T012809,C00466,P010,2024-08-08,2024-08,Top-Up,109.67,Online Banking,Successful
T012810,C00045,P010,2023-04-14,2023-04,Transfer,156.14,Online Banking,Successful
T012811,C01581,P009,2024-11-05,2024-11,Purchase,111.97,ATM,Successful
T012812,C00347,P007,2023-12-28,2023-12,Purchase,519.04,Mobile App,Successful
T012813,C01863,P001,2023-11-25,2023-11,Top-Up,109.02,Online Banking,Successful
T012814,C01371,P008,2024-03-28,2024-03,Transfer,90.63,Mobile App,Successful
T012815,C01522,P009,2023-04-20,2023-04,Purchase,1710.81,Online Banking,Successful
T012816,C01793,P005,2023-04-13,2023-04,Purchase,704.03,Online Banking,Successful
T012817,C01199,P010,2024-02-04,2024-02,Top-Up,31.57,Branch,Successful
T012818,C01487,P004,2024-08-10,2024-08,Purchase,105.5,Mobile App,Successful
T012819,C00741,P002,2023-09-23,2023-09,Top-Up,319.48,Mobile App,Successful
T012820,C01240,P005,2023-06-13,2023-06,Bill Payment,349.37,Online Banking,Successful
T012821,C00629,P001,2024-03-11,2024-03,Purchase,47.49,Online Banking,Successful
T012822,C00738,P003,2023-11-03,2023-11,Transfer,875.17,ATM,Successful
T012823,C01876,P005,2023-04-20,2023-04,Bill Payment,606.53,Online Banking,Failed
T012824,C00221,P009,2024-07-10,2024-07,Withdrawal,200.0,Call Centre,Successful
T012825,C00481,P003,2023-07-26,2023-07,Withdrawal,100.0,ATM,Successful
T012826,C00324,P002,2024-12-12,2024-12,Transfer,402.43,Call Centre,Successful
T012827,C01302,P009,2024-03-27,2024-03,Transfer,400.79,Mobile App,Successful
T012828,C00911,P005,2024-01-30,2024-01,Transfer,1357.56,Online Banking,Successful
T012829,C00020,P007,2023-04-22,2023-04,Top-Up,821.67,Online Banking,Successful
T012830,C00778,P004,2023-03-07,2023-03,Top-Up,96.96,Branch,Successful
T012831,C00374,P002,2023-04-23,2023-04,Purchase,491.03,Online Banking,Successful
T012832,C00383,P005,2024-11-28,2024-11,Bill Payment,117.84,Mobile App,Successful
T012833,C01302,P002,2023-11-01,2023-11,Purchase,426.06,Online Banking,Successful
T012834,C01685,P006,2024-05-10,2024-05,Transfer,413.34,Online Banking,Successful
T012835,C00711,P008,2023-10-21,2023-10,Transfer,53.42,Online Banking,Successful
T012836,C00936,P009,2024-10-21,2024-10,Bill Payment,214.0,Mobile App,Successful
T012837,C00160,P007,2023-08-19,2023-08,Transfer,327.6,Call Centre,Successful
T012838,C01153,P009,2024-04-02,2024-04,Purchase,151.42,Branch,Successful
T012839,C01176,P008,2023-12-20,2023-12,Top-Up,345.91,Call Centre,Successful
T012840,C00128,P005,2023-11-30,2023-11,Purchase,593.77,Call Centre,Successful
T012841,C00555,P008,2023-04-11,2023-04,Purchase,236.59,Online Banking,Successful
T012842,C00445,P010,2024-02-26,2024-02,Bill Payment,313.27,Call Centre,Successful
T012843,C01354,P003,2024-06-22,2024-06,Refund,1120.76,Online Banking,Successful
T012844,C01881,P008,2024-10-11,2024-10,Bill Payment,411.79,Mobile App,Successful
T012845,C00906,P006,2023-02-16,2023-02,Purchase,305.18,Online Banking,Successful
T012846,C01599,P010,2024-10-16,2024-10,Transfer,85.29,Mobile App,Successful
T012847,C00538,P002,2024-05-22,2024-05,Transfer,511.9,Online Banking,Successful
T012848,C01691,P002,2024-12-04,2024-12,Top-Up,351.84,Mobile App,Successful
T012849,C01748,P004,2023-03-15,2023-03,Refund,1004.37,Online Banking,Successful
T012850,C01421,P002,2024-09-02,2024-09,Bill Payment,257.64,Online Banking,Successful
T012851,C00547,P005,2024-04-02,2024-04,Transfer,33.19,Call Centre,Successful
T012852,C00622,P005,2023-07-21,2023-07,Bill Payment,37.71,Mobile App,Successful
T012853,C01766,P002,2023-01-23,2023-01,Transfer,549.63,Call Centre,Successful
T012854,C01505,P008,2023-09-25,2023-09,Bill Payment,130.68,Mobile App,Reversed
T012855,C01973,P005,2023-06-21,2023-06,Purchase,395.62,Mobile App,Successful
T012856,C01500,P009,2024-11-30,2024-11,Purchase,277.45,ATM,Successful
T012857,C01892,P006,2023-04-22,2023-04,Refund,203.66,Branch,Successful
T012858,C00252,P009,2024-03-19,2024-03,Bill Payment,220.08,Online Banking,Successful
T012859,C01526,P007,2023-06-29,2023-06,Transfer,94.45,Online Banking,Successful
T012860,C00548,P002,2023-12-31,2023-12,Purchase,240.48,Call Centre,Successful
T012861,C00171,P008,2023-10-08,2023-10,Bill Payment,128.65,Mobile App,Successful
T012862,C01307,P007,2023-09-23,2023-09,Purchase,162.47,Online Banking,Successful
T012863,C01664,P005,2023-05-01,2023-05,Transfer,171.4,ATM,Successful
T012864,C01795,P002,2024-11-26,2024-11,Bill Payment,190.69,Online Banking,Successful
T012865,C01635,P008,2023-07-26,2023-07,Refund,674.78,Mobile App,Successful
T012866,C00780,P006,2023-04-15,2023-04,Transfer,212.14,Online Banking,Successful
T012867,C00726,P003,2024-01-07,2024-01,Purchase,754.51,Mobile App,Successful
T012868,C00928,P001,2023-10-15,2023-10,Withdrawal,300.0,Mobile App,Successful
T012869,C00461,P008,2024-04-13,2024-04,Bill Payment,626.68,Mobile App,Successful
T012870,C00929,P009,2024-10-19,2024-10,Transfer,440.5,Mobile App,Successful
T012871,C00801,P001,2024-07-05,2024-07,Withdrawal,1000.0,Mobile App,Successful
T012872,C01258,P003,2023-01-18,2023-01,Bill Payment,633.9,Online Banking,Successful
T012873,C00865,P004,2024-01-19,2024-01,Transfer,269.97,Mobile App,Successful
T012874,C01603,P006,2024-05-29,2024-05,Transfer,722.72,Mobile App,Successful
T012875,C01018,P001,2023-05-21,2023-05,Purchase,480.83,Branch,Successful
T012876,C00543,P005,2024-02-27,2024-02,Withdrawal,300.0,Branch,Successful
T012877,C00228,P007,2024-01-26,2024-01,Bill Payment,655.52,Mobile App,Successful
T012878,C00640,P009,2023-08-02,2023-08,Withdrawal,100.0,Mobile App,Successful
T012879,C01196,P010,2023-05-01,2023-05,Bill Payment,217.73,Mobile App,Successful
T012880,C01560,P003,2023-05-30,2023-05,Top-Up,144.92,Mobile App,Successful
T012881,C01516,P005,2024-05-10,2024-05,Transfer,293.72,Online Banking,Successful
T012882,C00148,P008,2023-05-03,2023-05,Withdrawal,200.0,Mobile App,Successful
T012883,C01135,P004,2024-06-13,2024-06,Bill Payment,650.56,Branch,Successful
T012884,C00317,P003,2023-10-12,2023-10,Purchase,360.95,Call Centre,Successful
T012885,C01858,P008,2023-07-22,2023-07,Top-Up,473.24,ATM,Successful
T012886,C01133,P001,2023-12-01,2023-12,Transfer,991.15,Branch,Successful
T012887,C00256,P008,2024-12-02,2024-12,Refund,207.48,Online Banking,Successful
T012888,C00302,P004,2023-08-17,2023-08,Withdrawal,200.0,Mobile App,Successful
T012889,C00304,P005,2024-03-04,2024-03,Bill Payment,1023.77,ATM,Successful
T012890,C01941,P008,2023-07-18,2023-07,Withdrawal,1000.0,Call Centre,Successful
T012891,C01212,P001,2023-01-03,2023-01,Bill Payment,114.51,Mobile App,Successful
T012892,C00430,P009,2023-10-13,2023-10,Bill Payment,33.93,Branch,Successful
T012893,C00774,P010,2024-07-18,2024-07,Refund,458.71,Online Banking,Successful
T012894,C01369,P002,2023-06-22,2023-06,Purchase,41.12,Online Banking,Successful
T012895,C01378,P003,2024-08-20,2024-08,Bill Payment,107.2,Online Banking,Successful
T012896,C00862,P002,2023-11-16,2023-11,Purchase,467.34,Call Centre,Successful
T012897,C00706,P002,2023-11-26,2023-11,Top-Up,541.38,Mobile App,Successful
T012898,C01507,P003,2024-04-04,2024-04,Transfer,119.48,Mobile App,Successful
T012899,C01558,P005,2023-03-05,2023-03,Withdrawal,2000.0,Online Banking,Successful
T012900,C00116,P005,2024-03-20,2024-03,Withdrawal,2000.0,Mobile App,Failed
T012901,C01053,P003,2024-12-20,2024-12,Transfer,133.86,Online Banking,Successful
T012902,C01099,P001,2024-07-15,2024-07,Transfer,327.94,Online Banking,Successful
T012903,C00325,P008,2023-04-11,2023-04,Withdrawal,500.0,Online Banking,Successful
T012904,C01983,P007,2023-06-22,2023-06,Withdrawal,100.0,Call Centre,Successful
T012905,C01413,P007,2023-03-05,2023-03,Bill Payment,48.85,Online Banking,Successful
T012906,C01008,P009,2024-08-18,2024-08,Transfer,850.86,Online Banking,Successful
T012907,C01919,P008,2024-09-29,2024-09,Transfer,428.84,Online Banking,Successful
T012908,C00919,P009,2024-09-23,2024-09,Transfer,585.34,Branch,Successful
T012909,C01140,P003,2024-08-05,2024-08,Transfer,1011.78,Mobile App,Successful
T012910,C01527,P009,2023-03-20,2023-03,Top-Up,98.72,Call Centre,Successful
T012911,C00137,P001,2024-06-02,2024-06,Transfer,164.97,Branch,Successful
T012912,C01348,P009,2023-06-07,2023-06,Refund,30.44,ATM,Successful
T012913,C01726,P006,2024-06-07,2024-06,Transfer,7742.39,Mobile App,Successful
T012914,C01877,P007,2023-08-22,2023-08,Purchase,207.57,Call Centre,Successful
T012915,C00562,P002,2023-03-25,2023-03,Bill Payment,767.09,Online Banking,Successful
T012916,C01009,P008,2024-03-18,2024-03,Purchase,62.68,Call Centre,Successful
T012917,C01888,P009,2023-08-24,2023-08,Transfer,732.18,Mobile App,Successful
T012918,C00566,P002,2024-04-14,2024-04,Purchase,1888.14,Call Centre,Successful
T012919,C00142,P005,2024-01-10,2024-01,Purchase,228.99,Online Banking,Successful
T012920,C01143,P001,2023-10-18,2023-10,Transfer,80.48,Mobile App,Successful
T012921,C00970,P006,2024-01-12,2024-01,Transfer,210.05,Online Banking,Successful
T012922,C00894,P007,2023-09-18,2023-09,Bill Payment,21.13,Online Banking,Failed
T012923,C00736,P008,2023-01-16,2023-01,Withdrawal,1000.0,Mobile App,Successful
T012924,C01710,P008,2024-09-13,2024-09,Bill Payment,603.69,Online Banking,Successful
T012925,C00947,P005,2024-11-15,2024-11,Top-Up,235.25,ATM,Successful
T012926,C00156,P009,2024-12-11,2024-12,Purchase,179.01,Mobile App,Successful
T012927,C01214,P006,2024-02-14,2024-02,Withdrawal,2000.0,Mobile App,Successful
T012928,C00610,P005,2024-12-29,2024-12,Transfer,475.53,Online Banking,Successful
T012929,C00178,P008,2024-11-08,2024-11,Transfer,39.41,Call Centre,Successful
T012930,C01334,P007,2024-02-26,2024-02,Refund,269.81,Branch,Successful
T012931,C01714,P006,2024-08-06,2024-08,Transfer,3567.37,Online Banking,Successful
T012932,C01353,P004,2024-02-24,2024-02,Bill Payment,56.34,Online Banking,Successful
T012933,C01833,P007,2023-07-09,2023-07,Top-Up,222.75,Mobile App,Successful
T012934,C00778,P005,2023-02-23,2023-02,Purchase,2071.28,ATM,Successful
T012935,C01823,P004,2023-05-30,2023-05,Transfer,824.35,Branch,Successful
T012936,C00767,P002,2023-10-18,2023-10,Bill Payment,139.11,Branch,Successful
T012937,C00674,P005,2024-03-26,2024-03,Transfer,306.97,Online Banking,Successful
T012938,C01505,P007,2024-11-29,2024-11,Transfer,244.12,Branch,Successful
T012939,C00366,P001,2024-04-04,2024-04,Transfer,107.46,Mobile App,Successful
T012940,C01914,P002,2024-04-01,2024-04,Purchase,225.5,Mobile App,Successful
T012941,C01115,P009,2024-08-02,2024-08,Refund,179.83,Mobile App,Successful
T012942,C00708,P008,2024-07-28,2024-07,Transfer,277.0,Branch,Successful
T012943,C01344,P001,2024-06-25,2024-06,Purchase,107.42,Mobile App,Successful
T012944,C00805,P001,2023-06-25,2023-06,Purchase,60.08,Mobile App,Successful
T012945,C01125,P007,2024-07-21,2024-07,Bill Payment,233.83,Online Banking,Failed
T012946,C01688,P005,2023-01-04,2023-01,Bill Payment,1614.26,Call Centre,Successful
T012947,C01229,P010,2024-05-23,2024-05,Transfer,267.85,Mobile App,Successful
T012948,C00128,P007,2023-04-30,2023-04,Top-Up,169.91,Mobile App,Successful
T012949,C01046,P009,2024-10-03,2024-10,Withdrawal,200.0,Branch,Successful
T012950,C01309,P008,2024-06-10,2024-06,Transfer,205.58,Branch,Successful
T012951,C00649,P009,2023-04-07,2023-04,Purchase,1909.96,ATM,Successful
T012952,C01124,P003,2024-02-02,2024-02,Withdrawal,200.0,Mobile App,Successful
T012953,C00735,P007,2024-09-03,2024-09,Purchase,528.77,Mobile App,Successful
T012954,C01168,P005,2023-11-04,2023-11,Bill Payment,106.69,Call Centre,Successful
T012955,C01300,P005,2024-06-27,2024-06,Transfer,425.56,Online Banking,Successful
T012956,C01787,P008,2023-03-10,2023-03,Transfer,331.16,Mobile App,Successful
T012957,C00932,P006,2023-07-28,2023-07,Refund,229.95,Call Centre,Successful
T012958,C00588,P004,2023-03-07,2023-03,Transfer,140.9,Branch,Successful
T012959,C00382,P006,2024-06-05,2024-06,Purchase,121.29,ATM,Failed
T012960,C01209,P009,2023-05-24,2023-05,Transfer,333.82,Mobile App,Failed
T012961,C01782,P003,2024-07-01,2024-07,Purchase,488.74,Online Banking,Successful
T012962,C01718,P003,2024-11-17,2024-11,Transfer,212.75,ATM,Successful
T012963,C01596,P005,2023-03-14,2023-03,Withdrawal,100.0,Branch,Successful
T012964,C01450,P005,2023-10-06,2023-10,Top-Up,234.7,ATM,Successful
T012965,C00997,P004,2023-03-10,2023-03,Top-Up,272.7,Mobile App,Successful
T012966,C01751,P001,2024-06-29,2024-06,Bill Payment,196.27,Branch,Successful
T012967,C01015,P008,2024-09-30,2024-09,Top-Up,249.58,Mobile App,Successful
T012968,C00133,P010,2024-02-09,2024-02,Top-Up,4759.25,Online Banking,Successful
T012969,C00679,P005,2023-03-04,2023-03,Transfer,344.74,Mobile App,Successful
T012970,C01001,P008,2024-03-22,2024-03,Transfer,497.61,Mobile App,Successful
T012971,C01997,P010,2023-03-01,2023-03,Purchase,396.16,Mobile App,Failed
T012972,C01077,P005,2024-07-26,2024-07,Purchase,183.26,Online Banking,Successful
T012973,C00020,P002,2024-01-11,2024-01,Bill Payment,1015.76,Mobile App,Successful
T012974,C01222,P004,2024-11-24,2024-11,Transfer,177.63,Branch,Successful
T012975,C00430,P003,2023-02-12,2023-02,Refund,780.99,Mobile App,Successful
T012976,C00507,P007,2023-11-28,2023-11,Bill Payment,169.42,Online Banking,Successful
T012977,C00863,P003,2024-02-21,2024-02,Bill Payment,85.12,ATM,Successful
T012978,C01433,P008,2023-03-17,2023-03,Top-Up,365.74,ATM,Successful
T012979,C01547,P009,2024-08-25,2024-08,Bill Payment,72.59,Mobile App,Successful
T012980,C01734,P009,2024-05-03,2024-05,Purchase,441.07,Online Banking,Successful
T012981,C00955,P009,2024-06-16,2024-06,Refund,65.79,Mobile App,Successful
T012982,C01945,P002,2023-10-03,2023-10,Transfer,172.27,ATM,Successful
T012983,C01424,P010,2023-11-16,2023-11,Transfer,50.66,Online Banking,Successful
T012984,C00492,P003,2023-12-04,2023-12,Bill Payment,5467.54,Online Banking,Successful
T012985,C01836,P005,2024-09-16,2024-09,Withdrawal,1000.0,Branch,Successful
T012986,C01600,P003,2024-06-24,2024-06,Purchase,247.35,Mobile App,Successful
T012987,C01163,P009,2024-07-21,2024-07,Withdrawal,100.0,Online Banking,Successful
T012988,C01877,P006,2023-05-28,2023-05,Purchase,765.11,Online Banking,Successful
T012989,C00584,P008,2024-11-17,2024-11,Purchase,624.2,Online Banking,Successful
T012990,C00990,P008,2024-07-06,2024-07,Transfer,172.61,Mobile App,Successful
T012991,C01051,P006,2024-02-25,2024-02,Transfer,1081.6,Call Centre,Successful
T012992,C01684,P001,2024-01-03,2024-01,Bill Payment,668.3,Mobile App,Successful
T012993,C00020,P005,2023-10-30,2023-10,Purchase,309.06,Call Centre,Successful
T012994,C00858,P005,2024-01-04,2024-01,Purchase,318.82,Branch,Successful
T012995,C01149,P001,2023-12-28,2023-12,Refund,175.16,Online Banking,Successful
T012996,C00210,P009,2024-01-19,2024-01,Purchase,89.96,Online Banking,Successful
T012997,C01714,P003,2024-10-15,2024-10,Transfer,954.19,Online Banking,Successful
T012998,C01157,P005,2023-12-17,2023-12,Transfer,1036.32,Call Centre,Successful
T012999,C01592,P006,2023-07-10,2023-07,Purchase,92.53,Mobile App,Successful
T013000,C01378,P010,2023-12-08,2023-12,Transfer,206.61,Online Banking,Successful
T013001,C01942,P003,2023-10-18,2023-10,Purchase,208.98,Call Centre,Successful
T013002,C01850,P005,2023-07-18,2023-07,Purchase,236.06,Branch,Successful
T013003,C00556,P009,2024-06-10,2024-06,Purchase,262.62,Online Banking,Successful
T013004,C01950,P002,2024-05-18,2024-05,Withdrawal,1000.0,Call Centre,Successful
T013005,C00609,P002,2023-12-26,2023-12,Withdrawal,100.0,Online Banking,Successful
T013006,C01555,P003,2024-07-24,2024-07,Top-Up,96.45,Online Banking,Successful
T013007,C00107,P008,2023-09-15,2023-09,Transfer,953.64,Call Centre,Successful
T013008,C00770,P008,2024-01-11,2024-01,Transfer,147.1,Branch,Successful
T013009,C00493,P010,2023-06-24,2023-06,Transfer,60.99,Mobile App,Failed
T013010,C01307,P001,2024-12-06,2024-12,Transfer,143.5,Mobile App,Successful
T013011,C00752,P006,2023-05-19,2023-05,Transfer,170.19,Mobile App,Successful
T013012,C00636,P003,2023-12-18,2023-12,Bill Payment,1353.51,Online Banking,Successful
T013013,C00916,P005,2023-04-16,2023-04,Refund,676.75,Branch,Successful
T013014,C01851,P003,2023-04-22,2023-04,Purchase,864.6,Online Banking,Successful
T013015,C00224,P007,2024-04-30,2024-04,Purchase,603.03,Online Banking,Successful
T013016,C01238,P008,2024-03-17,2024-03,Refund,692.89,Online Banking,Successful
T013017,C00351,P001,2023-06-29,2023-06,Purchase,114.79,Online Banking,Successful
T013018,C00265,P004,2024-06-28,2024-06,Bill Payment,196.67,Online Banking,Successful
T013019,C01399,P008,2023-12-06,2023-12,Transfer,82.36,Call Centre,Successful
T013020,C00007,P003,2024-10-18,2024-10,Transfer,194.12,Mobile App,Reversed
T013021,C00034,P007,2024-10-13,2024-10,Purchase,519.32,Mobile App,Successful
T013022,C00290,P003,2024-03-27,2024-03,Transfer,283.74,Online Banking,Successful
T013023,C01494,P006,2023-06-03,2023-06,Refund,1035.49,Online Banking,Successful
T013024,C01384,P002,2024-12-13,2024-12,Purchase,69.72,Online Banking,Successful
T013025,C00428,P008,2023-04-09,2023-04,Purchase,424.22,Call Centre,Successful
T013026,C00821,P005,2023-04-03,2023-04,Purchase,61.98,Mobile App,Successful
T013027,C01618,P009,2024-07-03,2024-07,Bill Payment,271.4,Branch,Successful
T013028,C00252,P002,2023-05-24,2023-05,Bill Payment,552.45,Mobile App,Successful
T013029,C00546,P003,2024-03-14,2024-03,Bill Payment,193.26,Branch,Successful
