complaint_id,customer_id,product_id,complaint_category,filed_date,resolved_date,resolution_days,sla_target_days,sla_breached,channel,status,csat_score
CMP00780,C01861,P007,Incorrect Charges,2024-06-21,2024-06-24,3,5,0,Online Banking,Pending,4
CMP00781,C00431,P009,Card Blocked / Lost,2024-09-18,2024-09-20,2,2,0,Online Banking,Resolved,2
CMP00782,C00887,P008,Fraud Report,2024-01-19,2024-01-21,2,1,1,Mobile App,Resolved,2
CMP00783,C01729,P004,Card Blocked / Lost,2024-05-16,2024-05-18,2,2,0,Branch,Resolved,5
CMP00784,C01932,P004,Card Blocked / Lost,2023-11-07,2023-11-09,2,2,0,Online Banking,Resolved,4
CMP00785,C00618,P007,Account Access,2023-02-04,2023-02-05,1,3,0,Online Banking,Resolved,4
CMP00786,C00640,P005,Online Banking Issue,2024-03-16,2024-03-23,7,3,1,ATM,Escalated,3
CMP00787,C01151,P010,Loan Statement Error,2024-11-19,2024-11-21,2,7,0,Online Banking,Escalated,5
CMP00788,C01412,P004,Loan Statement Error,2023-11-09,2023-11-11,2,7,0,Online Banking,Resolved,4
CMP00789,C00562,P001,Account Access,2023-11-11,2023-11-12,1,3,0,Branch,Resolved,4
CMP00790,C00667,P010,Incorrect Charges,2023-11-09,2023-11-10,1,5,0,Branch,Resolved,5
CMP00791,C00832,P003,Card Blocked / Lost,2023-02-20,2023-02-21,1,2,0,Mobile App,Resolved,5
CMP00792,C01507,P001,Incorrect Charges,2023-10-12,2023-10-15,3,5,0,Call Centre,Pending,4
CMP00793,C00322,P002,Fraud Report,2024-12-30,2024-12-31,1,1,0,Online Banking,Resolved,3
CMP00794,C01610,P007,Card Blocked / Lost,2023-12-07,2023-12-19,12,2,1,Branch,Resolved,3
CMP00795,C01023,P008,Incorrect Charges,2024-02-05,2024-02-07,2,5,0,Call Centre,Resolved,4
CMP00796,C00240,P003,Online Banking Issue,2023-12-24,2024-01-06,13,3,1,ATM,Pending,5
CMP00797,C00032,P009,Card Blocked / Lost,2024-10-05,2024-10-09,4,2,1,ATM,Pending,4
CMP00798,C01211,P004,Transaction Dispute,2024-11-14,2024-11-18,4,5,0,Call Centre,Escalated,4
CMP00799,C01684,P001,Online Banking Issue,2024-02-03,2024-02-04,1,3,0,Call Centre,Resolved,3
CMP00800,C01435,P007,Loan Statement Error,2024-07-23,2024-08-06,14,7,1,Mobile App,Pending,3
CMP00801,C01721,P010,Transaction Dispute,2024-05-28,2024-05-29,1,5,0,Call Centre,Escalated,3
CMP00802,C01034,P010,Fraud Report,2024-08-09,2024-08-10,1,1,0,Mobile App,Pending,1
CMP00803,C00383,P010,Account Access,2024-03-03,2024-03-06,3,3,0,Call Centre,Resolved,5
CMP00804,C01935,P003,Fraud Report,2024-05-28,2024-05-29,1,1,0,Online Banking,Resolved,2
CMP00805,C01965,P001,Card Blocked / Lost,2023-12-15,2023-12-26,11,2,1,Branch,Resolved,4
CMP00806,C01003,P007,Card Blocked / Lost,2023-11-18,2023-11-19,1,2,0,Call Centre,Resolved,2
CMP00807,C01018,P010,Online Banking Issue,2024-11-22,2024-11-30,8,3,1,Call Centre,Pending,4
CMP00808,C01862,P010,Online Banking Issue,2024-05-19,2024-05-20,1,3,0,Mobile App,Pending,1
CMP00809,C00056,P006,Incorrect Charges,2023-06-30,2023-07-03,3,5,0,Mobile App,Resolved,3
CMP00810,C01654,P006,Account Access,2023-07-09,2023-07-11,2,3,0,ATM,Resolved,4
CMP00811,C01637,P003,Poor Service,2024-01-18,2024-01-20,2,10,0,Branch,Pending,3
CMP00812,C01940,P010,Online Banking Issue,2024-11-23,2024-11-25,2,3,0,Mobile App,Resolved,4
CMP00813,C01586,P002,Account Access,2024-06-06,2024-06-09,3,3,0,Call Centre,Pending,4
CMP00814,C00024,P008,Card Blocked / Lost,2024-04-13,2024-04-14,1,2,0,Online Banking,Resolved,5
CMP00815,C00164,P010,Account Access,2023-03-18,2023-03-21,3,3,0,Branch,Resolved,4
CMP00816,C00054,P005,Incorrect Charges,2024-07-20,2024-07-24,4,5,0,Call Centre,Resolved,3
CMP00817,C00237,P009,Fraud Report,2023-01-30,2023-01-31,1,1,0,Online Banking,Resolved,4
CMP00818,C00128,P004,Account Access,2023-08-28,2023-09-01,4,3,1,Call Centre,Resolved,3
CMP00819,C01669,P003,Account Access,2023-07-09,2023-07-12,3,3,0,Call Centre,Resolved,3
CMP00820,C01901,P002,Loan Statement Error,2023-06-27,2023-06-30,3,7,0,Online Banking,Escalated,5
CMP00821,C00853,P006,Account Access,2024-05-17,2024-05-18,1,3,0,Online Banking,Pending,4
CMP00822,C01857,P006,Poor Service,2024-02-26,2024-03-08,11,10,1,Mobile App,Pending,4
CMP00823,C01077,P001,Online Banking Issue,2023-04-15,2023-04-17,2,3,0,Online Banking,Resolved,4
CMP00824,C01016,P008,Loan Statement Error,2023-03-22,2023-03-23,1,7,0,Branch,Resolved,1
CMP00825,C01903,P004,Loan Statement Error,2023-03-21,2023-03-28,7,7,0,Branch,Resolved,3
CMP00826,C01539,P002,Fraud Report,2024-04-01,2024-04-02,1,1,0,Call Centre,Resolved,5
CMP00827,C00190,P001,Fraud Report,2023-02-18,2023-02-19,1,1,0,Branch,Resolved,1
CMP00828,C01376,P009,Card Blocked / Lost,2023-11-11,2023-11-13,2,2,0,Mobile App,Escalated,4
CMP00829,C00981,P008,Card Blocked / Lost,2024-04-04,2024-04-05,1,2,0,Call Centre,Resolved,5
CMP00830,C00079,P003,Online Banking Issue,2023-03-05,2023-03-11,6,3,1,Mobile App,Resolved,4
CMP00831,C00237,P002,Account Access,2023-12-16,2023-12-19,3,3,0,Online Banking,Escalated,5
CMP00832,C01870,P002,Card Blocked / Lost,2024-06-27,2024-06-28,1,2,0,Branch,Resolved,4
CMP00833,C01476,P006,Card Blocked / Lost,2024-01-05,2024-01-13,8,2,1,Branch,Resolved,3
CMP00834,C01810,P009,Poor Service,2023-06-13,2023-06-19,6,10,0,Mobile App,Resolved,4
CMP00835,C00371,P005,Loan Statement Error,2023-03-30,2023-04-02,3,7,0,Call Centre,Escalated,5
CMP00836,C01572,P004,Incorrect Charges,2024-03-04,2024-03-09,5,5,0,Branch,Resolved,4
CMP00837,C00182,P005,Incorrect Charges,2024-09-10,2024-09-13,3,5,0,Online Banking,Resolved,5
CMP00838,C01323,P004,Account Access,2023-03-31,2023-04-06,6,3,1,Mobile App,Escalated,1
CMP00839,C01734,P001,Card Blocked / Lost,2024-11-01,2024-11-03,2,2,0,Mobile App,Resolved,4
CMP00840,C01439,P005,Loan Statement Error,2024-05-31,2024-06-04,4,7,0,ATM,Pending,5
CMP00841,C01516,P003,Account Access,2024-04-21,2024-04-30,9,3,1,Mobile App,Resolved,4
CMP00842,C01312,P002,Transaction Dispute,2023-03-21,2023-03-25,4,5,0,Call Centre,Resolved,5
CMP00843,C01334,P003,Poor Service,2024-07-10,2024-07-19,9,10,0,Online Banking,Pending,3
CMP00844,C01684,P010,Account Access,2023-02-21,2023-02-23,2,3,0,Call Centre,Resolved,4
CMP00845,C00944,P001,Fraud Report,2024-11-12,2024-11-13,1,1,0,Mobile App,Escalated,2
CMP00846,C01773,P010,Incorrect Charges,2023-01-10,2023-01-11,1,5,0,Branch,Resolved,5
CMP00847,C01095,P006,Card Blocked / Lost,2023-06-22,2023-06-23,1,2,0,Call Centre,Pending,3
CMP00848,C00031,P003,Transaction Dispute,2023-09-08,2023-09-14,6,5,1,ATM,Escalated,4
CMP00849,C01810,P005,Poor Service,2024-09-04,2024-09-23,19,10,1,Mobile App,Pending,3
CMP00850,C00396,P010,Poor Service,2023-08-17,2023-08-26,9,10,0,Online Banking,Resolved,5
CMP00851,C00424,P002,Online Banking Issue,2024-02-26,2024-02-29,3,3,0,Online Banking,Resolved,3
CMP00852,C00825,P007,Online Banking Issue,2023-01-27,2023-01-30,3,3,0,Online Banking,Resolved,3
CMP00853,C01718,P010,Account Access,2023-04-12,2023-04-15,3,3,0,Mobile App,Resolved,5
CMP00854,C01296,P003,Transaction Dispute,2023-06-18,2023-06-19,1,5,0,Call Centre,Resolved,5
CMP00855,C00051,P004,Fraud Report,2024-06-01,2024-06-02,1,1,0,Mobile App,Resolved,4
CMP00856,C01314,P007,Loan Statement Error,2023-10-28,2023-11-02,5,7,0,Call Centre,Resolved,4
CMP00857,C01470,P008,Fraud Report,2024-03-28,2024-04-05,8,1,1,Online Banking,Pending,3
CMP00858,C00322,P005,Loan Statement Error,2024-01-09,2024-01-14,5,7,0,Mobile App,Pending,4
CMP00859,C00336,P009,Incorrect Charges,2024-07-10,2024-07-11,1,5,0,Mobile App,Resolved,4
CMP00860,C01160,P005,Card Blocked / Lost,2023-08-26,2023-08-27,1,2,0,Mobile App,Resolved,4
CMP00861,C01401,P004,Loan Statement Error,2023-03-08,2023-03-12,4,7,0,Online Banking,Pending,4
CMP00862,C01700,P004,Account Access,2023-07-16,2023-07-17,1,3,0,Online Banking,Pending,1
CMP00863,C00073,P002,Loan Statement Error,2023-02-11,2023-02-27,16,7,1,Branch,Resolved,4
CMP00864,C01063,P009,Account Access,2023-05-19,2023-05-28,9,3,1,Mobile App,Resolved,4
CMP00865,C00797,P004,Transaction Dispute,2024-09-15,2024-09-19,4,5,0,Call Centre,Pending,3
CMP00866,C01398,P002,Poor Service,2024-11-29,2024-12-05,6,10,0,Mobile App,Pending,4
CMP00867,C01808,P003,Transaction Dispute,2024-03-15,2024-03-20,5,5,0,Mobile App,Resolved,2
CMP00868,C01858,P005,Poor Service,2023-06-30,2023-07-09,9,10,0,Branch,Pending,4
CMP00869,C00035,P010,Account Access,2023-06-22,2023-06-23,1,3,0,Branch,Resolved,4
CMP00870,C00519,P008,Loan Statement Error,2023-08-03,2023-08-10,7,7,0,Online Banking,Pending,4
CMP00871,C01417,P005,Fraud Report,2023-07-27,2023-07-28,1,1,0,Call Centre,Resolved,5
CMP00872,C00034,P008,Loan Statement Error,2023-09-20,2023-09-25,5,7,0,Online Banking,Resolved,5
CMP00873,C00979,P005,Transaction Dispute,2023-04-15,2023-04-18,3,5,0,Mobile App,Resolved,4
CMP00874,C01298,P001,Poor Service,2023-06-18,2023-06-21,3,10,0,Mobile App,Resolved,1
CMP00875,C01696,P006,Fraud Report,2023-01-23,2023-01-24,1,1,0,Online Banking,Resolved,3
CMP00876,C00275,P003,Online Banking Issue,2023-05-26,2023-05-29,3,3,0,Mobile App,Resolved,4
CMP00877,C00632,P002,Incorrect Charges,2024-09-17,2024-09-23,6,5,1,Branch,Resolved,3
CMP00878,C01444,P009,Card Blocked / Lost,2023-08-16,2023-08-18,2,2,0,Mobile App,Escalated,5
CMP00879,C01752,P001,Online Banking Issue,2024-10-15,2024-10-18,3,3,0,Online Banking,Escalated,5
CMP00880,C00504,P003,Incorrect Charges,2024-10-16,2024-10-17,1,5,0,Online Banking,Escalated,3
CMP00881,C00431,P004,Poor Service,2023-06-22,2023-06-30,8,10,0,Mobile App,Resolved,4
CMP00882,C00228,P009,Incorrect Charges,2023-08-30,2023-09-04,5,5,0,Branch,Resolved,4
CMP00883,C01817,P001,Transaction Dispute,2024-04-15,2024-04-16,1,5,0,Mobile App,Resolved,4
CMP00884,C00560,P009,Incorrect Charges,2024-01-09,2024-01-14,5,5,0,Mobile App,Resolved,3
CMP00885,C01132,P003,Incorrect Charges,2023-10-27,2023-10-28,1,5,0,ATM,Pending,4
CMP00886,C00115,P004,Poor Service,2023-05-10,2023-05-15,5,10,0,Mobile App,Escalated,4
CMP00887,C01514,P006,Card Blocked / Lost,2024-11-14,2024-11-15,1,2,0,Call Centre,Resolved,4
CMP00888,C00587,P002,Loan Statement Error,2024-05-16,2024-05-20,4,7,0,Online Banking,Pending,2
CMP00889,C01008,P008,Incorrect Charges,2024-03-22,2024-04-05,14,5,1,Call Centre,Resolved,4
CMP00890,C00422,P007,Card Blocked / Lost,2024-06-04,2024-06-05,1,2,0,Online Banking,Pending,5
CMP00891,C00235,P006,Transaction Dispute,2024-05-25,2024-06-07,13,5,1,Branch,Resolved,5
CMP00892,C01369,P003,Transaction Dispute,2023-11-27,2023-11-28,1,5,0,Mobile App,Resolved,2
CMP00893,C01708,P008,Card Blocked / Lost,2024-07-09,2024-07-11,2,2,0,Branch,Resolved,2
CMP00894,C01412,P003,Fraud Report,2023-10-28,2023-11-03,6,1,1,Mobile App,Resolved,4
CMP00895,C00847,P003,Incorrect Charges,2023-08-14,2023-08-17,3,5,0,Branch,Resolved,5
CMP00896,C00186,P009,Online Banking Issue,2024-06-08,2024-06-10,2,3,0,Online Banking,Pending,5
CMP00897,C01296,P002,Card Blocked / Lost,2024-03-15,2024-03-17,2,2,0,Online Banking,Resolved,5
CMP00898,C01414,P002,Loan Statement Error,2024-04-05,2024-04-08,3,7,0,Mobile App,Pending,4
CMP00899,C00970,P004,Loan Statement Error,2023-10-27,2023-11-11,15,7,1,Online Banking,Resolved,3
CMP00900,C01385,P005,Incorrect Charges,2023-01-24,2023-02-01,8,5,1,Mobile App,Resolved,2
CMP00901,C01255,P003,Poor Service,2024-09-22,2024-09-29,7,10,0,Online Banking,Resolved,4
CMP00902,C01702,P009,Poor Service,2024-10-04,2024-10-07,3,10,0,ATM,Escalated,4
CMP00903,C00119,P004,Loan Statement Error,2023-08-18,2023-08-20,2,7,0,ATM,Resolved,5
CMP00904,C00693,P009,Incorrect Charges,2023-09-17,2023-09-26,9,5,1,Branch,Resolved,3
CMP00905,C00364,P004,Loan Statement Error,2024-08-09,2024-08-13,4,7,0,Mobile App,Pending,4
CMP00906,C00024,P001,Incorrect Charges,2023-09-20,2023-09-24,4,5,0,Online Banking,Resolved,3
CMP00907,C01124,P002,Poor Service,2023-11-16,2023-11-26,10,10,0,Call Centre,Pending,5
CMP00908,C00237,P006,Online Banking Issue,2024-03-25,2024-03-26,1,3,0,Call Centre,Resolved,5
CMP00909,C01785,P007,Poor Service,2024-12-09,2024-12-11,2,10,0,Call Centre,Resolved,4
CMP00910,C01588,P001,Card Blocked / Lost,2024-01-22,2024-01-23,1,2,0,Mobile App,Resolved,5
CMP00911,C00891,P005,Incorrect Charges,2023-05-13,2023-05-15,2,5,0,Branch,Resolved,5
CMP00912,C01997,P006,Online Banking Issue,2024-03-17,2024-03-20,3,3,0,Online Banking,Escalated,4
CMP00913,C00015,P001,Loan Statement Error,2024-05-27,2024-06-07,11,7,1,Branch,Escalated,2
CMP00914,C01261,P007,Poor Service,2024-06-06,2024-06-12,6,10,0,ATM,Pending,4
CMP00915,C01399,P006,Incorrect Charges,2023-03-25,2023-04-02,8,5,1,Call Centre,Resolved,4
CMP00916,C01792,P008,Loan Statement Error,2023-08-28,2023-08-31,3,7,0,Online Banking,Resolved,5
CMP00917,C00894,P004,Transaction Dispute,2024-10-25,2024-11-01,7,5,1,Call Centre,Escalated,3
CMP00918,C01403,P004,Online Banking Issue,2023-09-18,2023-09-19,1,3,0,Call Centre,Resolved,2
CMP00919,C01034,P002,Account Access,2023-01-01,2023-01-02,1,3,0,Mobile App,Resolved,5
CMP00920,C00010,P003,Account Access,2024-09-30,2024-10-11,11,3,1,Online Banking,Pending,4
CMP00921,C01333,P006,Loan Statement Error,2023-11-06,2023-11-21,15,7,1,Call Centre,Pending,2
CMP00922,C01073,P010,Card Blocked / Lost,2023-01-01,2023-01-12,11,2,1,Branch,Resolved,5
CMP00923,C01433,P004,Fraud Report,2024-05-16,2024-05-17,1,1,0,Mobile App,Resolved,5
CMP00924,C00704,P003,Card Blocked / Lost,2024-06-18,2024-06-19,1,2,0,Call Centre,Pending,3
CMP00925,C00922,P008,Poor Service,2023-09-30,2023-10-16,16,10,1,ATM,Resolved,4
CMP00926,C00469,P002,Incorrect Charges,2023-01-28,2023-02-02,5,5,0,Call Centre,Resolved,4
CMP00927,C00903,P009,Transaction Dispute,2023-11-08,2023-11-19,11,5,1,Call Centre,Resolved,5
CMP00928,C01451,P007,Transaction Dispute,2023-06-21,2023-06-28,7,5,1,Mobile App,Resolved,5
CMP00929,C01776,P008,Card Blocked / Lost,2024-03-07,2024-03-09,2,2,0,Call Centre,Resolved,3
CMP00930,C00830,P002,Loan Statement Error,2023-09-15,2023-09-18,3,7,0,Mobile App,Resolved,5
CMP00931,C00563,P007,Fraud Report,2023-07-10,2023-07-13,3,1,1,Online Banking,Resolved,4
CMP00932,C01245,P003,Incorrect Charges,2024-11-26,2024-12-05,9,5,1,Mobile App,Resolved,4
CMP00933,C00148,P010,Card Blocked / Lost,2023-10-02,2023-10-13,11,2,1,Online Banking,Resolved,5
CMP00934,C01839,P006,Online Banking Issue,2023-01-22,2023-02-03,12,3,1,Mobile App,Resolved,4
CMP00935,C01804,P005,Account Access,2023-05-24,2023-05-25,1,3,0,Mobile App,Pending,4
CMP00936,C00787,P008,Transaction Dispute,2023-08-18,2023-08-22,4,5,0,Online Banking,Resolved,3
CMP00937,C01364,P004,Account Access,2023-05-30,2023-05-31,1,3,0,Branch,Pending,4
CMP00938,C00239,P006,Account Access,2023-11-05,2023-11-10,5,3,1,Mobile App,Escalated,5
CMP00939,C00878,P002,Fraud Report,2023-10-28,2023-10-29,1,1,0,ATM,Resolved,3
CMP00940,C01848,P008,Poor Service,2024-11-10,2024-11-22,12,10,1,Branch,Resolved,4
CMP00941,C00367,P005,Transaction Dispute,2023-06-25,2023-06-26,1,5,0,Branch,Pending,3
CMP00942,C00509,P009,Poor Service,2023-10-30,2023-11-03,4,10,0,ATM,Escalated,4
CMP00943,C01656,P004,Account Access,2023-07-26,2023-07-29,3,3,0,Branch,Resolved,5
CMP00944,C00209,P009,Card Blocked / Lost,2023-11-05,2023-11-07,2,2,0,Online Banking,Pending,5
CMP00945,C00117,P005,Online Banking Issue,2024-01-08,2024-01-09,1,3,0,Mobile App,Pending,5
CMP00946,C01591,P003,Online Banking Issue,2023-07-15,2023-07-23,8,3,1,Branch,Pending,5
CMP00947,C00662,P008,Loan Statement Error,2024-06-02,2024-06-06,4,7,0,Mobile App,Escalated,4
CMP00948,C00680,P006,Poor Service,2023-05-11,2023-05-16,5,10,0,Call Centre,Pending,4
CMP00949,C01241,P006,Loan Statement Error,2023-04-10,2023-04-16,6,7,0,Online Banking,Resolved,3
CMP00950,C01927,P008,Transaction Dispute,2024-12-25,2024-12-31,13,5,1,Call Centre,Escalated,1
CMP00951,C01634,P006,Card Blocked / Lost,2024-10-12,2024-10-13,1,2,0,Online Banking,Resolved,4
CMP00952,C01682,P003,Online Banking Issue,2023-05-25,2023-06-03,9,3,1,Branch,Resolved,5
CMP00953,C00863,P004,Loan Statement Error,2023-02-03,2023-02-06,3,7,0,Call Centre,Resolved,4
CMP00954,C00144,P002,Loan Statement Error,2023-08-15,2023-08-19,4,7,0,Branch,Pending,2
CMP00955,C00105,P010,Card Blocked / Lost,2024-04-22,2024-04-24,2,2,0,Branch,Escalated,4
CMP00956,C01464,P009,Fraud Report,2023-10-21,2023-10-28,7,1,1,Online Banking,Escalated,5
CMP00957,C01040,P002,Loan Statement Error,2024-07-18,2024-07-22,4,7,0,Online Banking,Pending,2
CMP00958,C00380,P005,Transaction Dispute,2024-01-30,2024-02-10,11,5,1,Mobile App,Pending,4
CMP00959,C00536,P010,Account Access,2023-02-21,2023-02-24,3,3,0,Branch,Resolved,5
CMP00960,C00278,P005,Card Blocked / Lost,2024-03-12,2024-03-13,1,2,0,Online Banking,Resolved,3
CMP00961,C00786,P007,Account Access,2023-01-10,2023-01-13,3,3,0,Branch,Escalated,4
CMP00962,C01032,P005,Loan Statement Error,2024-03-13,2024-03-15,2,7,0,Online Banking,Pending,5
CMP00963,C00830,P003,Transaction Dispute,2024-03-17,2024-03-25,8,5,1,Call Centre,Pending,4
CMP00964,C01748,P005,Account Access,2023-04-22,2023-04-25,3,3,0,Online Banking,Resolved,4
CMP00965,C00726,P009,Online Banking Issue,2024-04-08,2024-04-11,3,3,0,Call Centre,Pending,3
CMP00966,C01385,P001,Online Banking Issue,2023-06-27,2023-07-07,10,3,1,Mobile App,Resolved,2
CMP00967,C00270,P001,Card Blocked / Lost,2024-09-21,2024-09-25,4,2,1,Mobile App,Resolved,2
CMP00968,C01466,P009,Fraud Report,2024-06-17,2024-06-18,1,1,0,Branch,Resolved,4
CMP00969,C01183,P004,Incorrect Charges,2023-02-12,2023-02-24,12,5,1,Call Centre,Escalated,4
CMP00970,C00068,P004,Poor Service,2024-04-02,2024-04-05,3,10,0,Online Banking,Pending,3
CMP00971,C00724,P003,Fraud Report,2024-08-05,2024-08-06,1,1,0,Mobile App,Escalated,5
CMP00972,C01334,P004,Fraud Report,2023-02-15,2023-02-26,11,1,1,Branch,Resolved,5
CMP00973,C00983,P005,Poor Service,2023-06-09,2023-06-21,12,10,1,Mobile App,Pending,3
CMP00974,C01260,P007,Fraud Report,2024-06-21,2024-06-22,1,1,0,Online Banking,Resolved,4
CMP00975,C01019,P010,Loan Statement Error,2024-12-07,2024-12-13,6,7,0,Mobile App,Resolved,4
CMP00976,C01465,P010,Online Banking Issue,2024-09-10,2024-09-15,5,3,1,Branch,Resolved,4
CMP00977,C00701,P005,Poor Service,2024-08-10,2024-08-16,6,10,0,Branch,Pending,4
CMP00978,C00855,P010,Transaction Dispute,2023-03-12,2023-03-17,5,5,0,Online Banking,Resolved,4
CMP00979,C01001,P004,Account Access,2023-07-08,2023-07-10,2,3,0,Online Banking,Resolved,2
CMP00980,C01425,P006,Fraud Report,2024-03-07,2024-03-08,1,1,0,Mobile App,Escalated,5
CMP00981,C00282,P010,Fraud Report,2024-12-04,2024-12-05,1,1,0,Branch,Resolved,5
CMP00982,C01757,P003,Online Banking Issue,2024-02-24,2024-02-26,2,3,0,Branch,Resolved,2
CMP00983,C00671,P006,Account Access,2024-04-09,2024-04-10,1,3,0,Mobile App,Resolved,5
CMP00984,C00440,P004,Loan Statement Error,2024-06-22,2024-07-02,10,7,1,Online Banking,Resolved,4
CMP00985,C00553,P003,Incorrect Charges,2024-06-19,2024-06-21,2,5,0,Online Banking,Resolved,3
CMP00986,C01067,P007,Card Blocked / Lost,2023-07-08,2023-07-10,2,2,0,Branch,Escalated,2
CMP00987,C00820,P005,Card Blocked / Lost,2023-08-26,2023-08-28,2,2,0,Branch,Resolved,4
CMP00988,C01671,P006,Transaction Dispute,2023-02-12,2023-02-19,7,5,1,Online Banking,Resolved,2
CMP00989,C01114,P005,Account Access,2023-11-16,2023-11-19,3,3,0,Call Centre,Resolved,5
CMP00990,C01842,P009,Account Access,2023-04-20,2023-04-23,3,3,0,Call Centre,Escalated,3
CMP00991,C01010,P006,Transaction Dispute,2024-07-13,2024-07-14,1,5,0,Mobile App,Escalated,5
CMP00992,C00015,P009,Incorrect Charges,2024-05-24,2024-05-26,2,5,0,Online Banking,Escalated,1
CMP00993,C01118,P006,Fraud Report,2024-01-21,2024-01-22,1,1,0,ATM,Escalated,3
CMP00994,C01783,P004,Poor Service,2023-08-26,2023-09-02,7,10,0,ATM,Resolved,3
CMP00995,C00631,P006,Online Banking Issue,2024-08-06,2024-08-15,9,3,1,Branch,Resolved,5
CMP00996,C01189,P008,Account Access,2023-10-07,2023-10-10,3,3,0,Mobile App,Resolved,4
CMP00997,C00969,P004,Loan Statement Error,2023-09-01,2023-09-06,5,7,0,Call Centre,Resolved,4
CMP00998,C01104,P010,Poor Service,2024-07-03,2024-07-10,7,10,0,Branch,Resolved,3
CMP00999,C00452,P005,Incorrect Charges,2024-01-01,2024-01-05,4,5,0,Branch,Escalated,3
CMP01000,C00922,P004,Account Access,2023-10-09,2023-10-11,2,3,0,Mobile App,Resolved,2
CMP01001,C01805,P004,Fraud Report,2023-10-12,2023-10-13,1,1,0,Mobile App,Pending,4
CMP01002,C01197,P010,Card Blocked / Lost,2024-04-27,2024-04-28,1,2,0,Mobile App,Escalated,4
CMP01003,C01474,P009,Fraud Report,2024-01-15,2024-01-16,1,1,0,Mobile App,Resolved,2
CMP01004,C01314,P005,Loan Statement Error,2023-03-10,2023-03-19,9,7,1,Mobile App,Resolved,3
CMP01005,C00838,P009,Online Banking Issue,2023-04-21,2023-04-24,3,3,0,Online Banking,Resolved,2
CMP01006,C00862,P007,Card Blocked / Lost,2024-12-17,2024-12-19,2,2,0,Mobile App,Resolved,4
CMP01007,C00939,P001,Fraud Report,2024-08-26,2024-08-27,1,1,0,Online Banking,Resolved,2
CMP01008,C00693,P010,Transaction Dispute,2023-06-04,2023-06-12,8,5,1,Online Banking,Pending,4
CMP01009,C01523,P006,Fraud Report,2024-11-22,2024-11-23,1,1,0,Online Banking,Resolved,1
CMP01010,C00533,P009,Incorrect Charges,2024-04-03,2024-04-11,8,5,1,Mobile App,Resolved,5
CMP01011,C00397,P005,Incorrect Charges,2023-09-23,2023-10-05,12,5,1,Mobile App,Resolved,4
CMP01012,C01033,P002,Fraud Report,2023-10-08,2023-10-09,1,1,0,Mobile App,Resolved,3
CMP01013,C00519,P008,Transaction Dispute,2023-06-04,2023-06-07,3,5,0,Online Banking,Pending,3
CMP01014,C01353,P005,Transaction Dispute,2023-08-05,2023-08-07,2,5,0,ATM,Resolved,4
CMP01015,C01159,P008,Incorrect Charges,2023-01-20,2023-01-22,2,5,0,Online Banking,Resolved,5
CMP01016,C01949,P005,Transaction Dispute,2023-02-04,2023-02-07,3,5,0,Call Centre,Resolved,5
CMP01017,C01813,P003,Incorrect Charges,2024-05-13,2024-05-18,5,5,0,Mobile App,Escalated,4
CMP01018,C01502,P008,Transaction Dispute,2023-08-23,2023-09-02,10,5,1,Online Banking,Resolved,4
CMP01019,C01573,P009,Transaction Dispute,2024-08-21,2024-08-22,1,5,0,Online Banking,Pending,4
CMP01020,C01247,P005,Online Banking Issue,2023-06-07,2023-06-16,9,3,1,Call Centre,Resolved,2
CMP01021,C00461,P009,Transaction Dispute,2024-07-02,2024-07-17,15,5,1,Online Banking,Resolved,3
CMP01022,C00407,P001,Card Blocked / Lost,2024-08-02,2024-08-03,1,2,0,Call Centre,Pending,4
CMP01023,C00746,P005,Card Blocked / Lost,2023-11-04,2023-11-07,3,2,1,Branch,Resolved,5
CMP01024,C01258,P001,Incorrect Charges,2024-06-16,2024-06-20,4,5,0,Call Centre,Pending,4
CMP01025,C00775,P010,Incorrect Charges,2024-10-01,2024-10-04,3,5,0,Mobile App,Resolved,3
CMP01026,C01251,P001,Poor Service,2024-09-10,2024-09-11,1,10,0,Mobile App,Resolved,5
CMP01027,C01982,P002,Account Access,2024-02-09,2024-02-14,5,3,1,Call Centre,Resolved,5
CMP01028,C00544,P003,Card Blocked / Lost,2023-06-19,2023-06-21,2,2,0,Branch,Escalated,4
CMP01029,C01565,P002,Loan Statement Error,2023-10-26,2023-10-29,3,7,0,Branch,Resolved,4
CMP01030,C01598,P002,Transaction Dispute,2024-09-28,2024-10-07,9,5,1,Mobile App,Resolved,5
CMP01031,C00394,P005,Account Access,2023-04-02,2023-04-06,4,3,1,Mobile App,Escalated,5
CMP01032,C00153,P009,Card Blocked / Lost,2024-08-22,2024-08-27,5,2,1,Branch,Pending,1
CMP01033,C01592,P009,Fraud Report,2024-09-09,2024-09-10,1,1,0,Branch,Resolved,3
CMP01034,C01234,P003,Incorrect Charges,2024-02-04,2024-02-09,5,5,0,Mobile App,Resolved,4
CMP01035,C00338,P010,Incorrect Charges,2023-08-28,2023-08-30,2,5,0,Online Banking,Resolved,5
CMP01036,C00574,P004,Account Access,2024-01-22,2024-01-23,1,3,0,Online Banking,Resolved,4
CMP01037,C01939,P002,Card Blocked / Lost,2024-01-08,2024-01-10,2,2,0,Mobile App,Resolved,3
CMP01038,C00802,P008,Online Banking Issue,2024-11-01,2024-11-03,2,3,0,Mobile App,Resolved,4
CMP01039,C00984,P004,Loan Statement Error,2024-05-06,2024-05-09,3,7,0,Online Banking,Pending,3
